"09175: Wages and employment, by industry and quarter"
d (million workhours)";"2025K4 Compensation of employees, seasonally adjusted (NOK million)";"2025K4 Total hours worked for employees and self-employed, seasonally adjusted (million workhours)"
"Total industry";156364;835.8;158782;838.7;160845;836.8;162600;835.8;166415;823.7;167856;824.9;169300;821.6;173503;821.2;172884;812.9;175694;814.5;179749;820.0;180598;817.3;180492;793.3;180889;795.7;183168;800.7;182810;799.2;184990;806.8;188815;809.8;191435;814.3;195959;816.1;198237;818.2;201565;822.0;201867;825.8;206692;828.8;213504;843.5;217599;846.4;222836;851.3;227539;854.5;235014;883.7;239979;886.1;247541;891.1;252177;893.9;258793;909.1;266115;923.5;269958;923.5;274896;924.2;271419;899.8;273128;900.6;276384;903.3;281691;909.2;280474;906.4;281551;904.9;285946;905.3;290784;908.9;296192;912.7;298370;918.0;306524;926.6;310336;930.8;318738;935.1;321448;936.5;323313;939.6;330248;941.7;335923;929.0;341538;941.8;344063;949.5;346928;947.9;350449;947.7;354384;950.3;357241;952.7;361042;958.8;365560;960.2;362079;959.3;368202;955.9;369743;950.3;370035;954.0;371582;948.1;373640;958.2;375497;957.3;379006;964.8;383695;965.5;387831;965.7;390152;970.5;396450;969.2;403873;990.0;405593;986.6;411431;990.5;417456;992.0;422297;994.6;430991;1001.8;439139;1009.5;437188;995.9;417942;951.3;426342;962.4;436252;973.5;444622;973.8;447656;979.6;458618;1001.6;472082;1015.9;481724;1015.1;494424;1026.2;497047;1031.4;503882;1033.9;519310;1036.9;520662;1036.3;533949;1035.5;549334;1037.8;550664;1038.5;559558;1034.0;566546;1036.9;575197;1041.8;581319;1045.0;591843;1046.9;592465;1048.8;593819;1048.6
"Agriculture and forestry";1009;38.1;1048;37.7;1050;37.3;1015;36.9;1034;35.9;985;35.6;982;35.1;986;34.8;984;34.3;982;33.9;1011;33.5;1038;33.1;1034;32.7;1009;32.4;1023;32.0;1047;31.6;1029;31.9;1038;31.5;1034;31.0;1039;30.7;1087;29.9;1091;29.5;1082;29.0;1107;28.7;1165;28.5;1172;27.9;1124;27.2;1136;27.2;1151;27.9;1194;27.0;1231;25.9;1251;26.4;1178;25.4;1257;26.0;1287;26.1;1278;25.4;1197;24.3;1244;24.5;1261;24.7;1263;24.4;1302;24.9;1312;24.4;1336;24.2;1334;23.6;1349;23.1;1416;23.5;1405;23.3;1423;23.2;1429;23.3;1448;23.2;1475;23.0;1487;22.5;1516;23.0;1505;22.8;1513;22.5;1510;21.4;1511;22.8;1562;22.3;1577;21.6;1613;21.2;1626;23.8;1581;22.8;1606;21.0;1701;20.4;1649;21.4;1662;21.5;1664;21.1;1724;21.3;1717;21.8;1735;21.5;1757;21.8;1766;22.2;1801;21.5;1814;20.9;1808;21.1;1811;20.9;1860;20.3;1877;20.7;1906;21.0;1923;21.0;1910;20.9;1936;20.9;1880;20.9;1953;20.1;1987;20.7;1965;19.2;2004;20.9;2036;19.7;2099;20.4;2155;21.2;2168;20.7;2201;20.3;2276;20.1;2239;20.1;2239;20.5;2353;20.8;2366;20.3;2428;19.3;2466;20.0;2505;19.8;2491;20.1;2574;19.8;2603;19.9;2542;20.0
"Fishing and aquaculture";489;9.9;472;9.9;508;9.8;506;9.8;494;9.0;470;9.0;485;9.0;493;9.0;483;8.8;491;8.8;501;8.8;498;8.8;467;7.8;459;7.8;441;7.8;443;7.8;442;7.3;442;7.3;446;7.3;433;7.3;444;6.6;456;6.6;460;6.6;474;6.6;528;7.0;531;7.0;535;6.9;550;6.9;600;6.8;599;6.8;606;6.7;654;6.8;662;7.1;697;7.2;723;7.1;736;6.8;742;6.1;764;6.2;796;6.4;812;6.5;864;6.5;913;6.5;979;6.6;1012;6.7;1011;6.6;1060;6.7;1067;7.0;1012;6.3;1104;7.0;1108;6.8;1064;6.7;1039;6.6;1099;6.6;1111;6.6;1159;6.7;1188;6.9;1211;6.7;1248;6.9;1303;7.0;1327;7.0;1377;7.2;1391;7.2;1460;7.2;1379;7.2;1460;7.3;1521;7.4;1596;7.5;1633;7.5;1699;7.6;1737;7.6;1748;7.7;1800;7.9;1867;8.0;1921;8.0;1924;7.9;1970;8.2;2026;8.1;2016;8.2;2151;8.4;2218;8.3;2272;8.4;2342;8.3;2325;8.5;2337;8.6;2489;8.3;2572;8.6;2565;8.5;2649;8.9;2812;8.9;2892;9.0;2965;9.0;3105;9.2;3217;9.4;3280;9.4;3335;9.3;3471;9.3;3451;9.4;3583;9.4;3616;9.3;3920;9.3;3886;9.4;3988;9.5;3993;9.5;3836;9.4
"Mining and quarrying";340;1.6;338;1.6;337;1.6;343;1.7;378;1.7;375;1.7;372;1.7;382;1.7;379;1.7;385;1.7;395;1.7;386;1.7;384;1.6;392;1.6;403;1.6;408;1.6;434;1.6;463;1.6;465;1.7;497;1.7;464;1.7;474;1.7;490;1.7;505;1.7;503;1.7;535;1.7;548;1.7;557;1.7;564;1.8;586;1.8;617;1.8;624;1.8;635;1.8;638;1.9;621;1.9;660;1.9;606;1.7;586;1.7;587;1.8;600;1.8;598;1.7;597;1.7;603;1.8;612;1.8;655;1.7;670;1.8;692;1.8;677;1.9;759;1.9;738;1.9;711;1.9;763;2.0;756;1.9;745;1.9;744;1.9;753;1.9;755;1.9;760;1.9;769;1.9;756;1.9;755;1.9;759;1.9;757;1.9;741;1.8;736;1.7;724;1.7;685;1.7;705;1.7;697;1.7;701;1.7;710;1.7;725;1.7;734;1.8;733;1.8;758;1.8;764;1.8;764;1.8;777;1.8;783;1.8;787;1.8;815;1.8;801;1.8;789;1.8;808;1.8;834;1.8;833;1.8;850;1.8;841;1.8;858;1.8;877;1.8;886;1.8;907;1.8;938;1.8;933;1.8;951;1.8;960;1.8;969;1.8;1005;1.8;998;1.8;1027;1.8;1037;1.8;1027;1.8;1030;1.8;1009;1.8
"Oil and gas extraction including services";4031;10.9;4092;10.9;4142;10.9;4302;11.0;4714;12.4;4969;12.4;5194;12.4;5263;12.4;5409;13.6;5645;13.6;5789;13.6;5761;13.7;5594;13.4;5820;13.5;5925;13.5;6020;13.5;5896;13.9;5986;13.9;6067;14.0;6292;14.0;6526;14.6;6623;14.6;7015;14.6;7214;14.7;6842;14.7;7109;14.8;7908;14.8;8006;14.8;8369;17.7;8490;17.7;10093;17.7;9496;17.8;9549;17.8;10185;17.9;11855;20.7;12310;20.7;12621;20.3;12790;20.4;12643;20.5;13130;20.9;13143;20.9;13330;21.1;13202;21.3;13884;22.3;14722;22.1;14895;22.4;15516;22.7;15751;23.6;16996;24.1;16879;24.0;17012;24.5;18524;25.4;18657;25.5;19176;25.9;19535;26.0;20261;26.5;20179;26.7;20290;26.7;20382;26.2;19661;25.7;19784;25.9;18833;24.2;18648;23.4;18980;22.5;18246;21.5;17127;20.8;17192;20.5;15932;19.8;15820;19.7;16786;20.2;16780;20.3;16008;20.0;16047;20.0;18397;20.4;17226;20.5;17029;21.1;18299;21.6;18126;22.0;19035;22.5;20642;23.3;19821;23.4;20042;22.5;19817;22.3;19116;22.5;19835;22.9;20455;23.4;20921;23.1;20418;23.2;21965;22.6;22011;22.7;21747;22.8;21341;23.3;23382;23.6;23661;24.2;24567;24.9;26049;24.8;25655;24.8;26339;25.0;26746;25.4;27494;25.8;28002;26.2;28206;26.3;28388;26.6;28334;26.9
"¬ Oil and gas extraction";3005;7.6;2984;7.7;2982;7.6;2982;7.7;3203;7.7;3278;7.7;3399;7.7;3470;7.7;3361;7.4;3482;7.4;3538;7.4;3463;7.4;3550;7.5;3655;7.5;3660;7.4;3758;7.4;3671;7.5;3653;7.5;3677;7.5;3779;7.5;3862;7.6;3907;7.6;4058;7.6;4103;7.6;3677;7.2;3864;7.2;4143;7.2;4341;7.2;4399;7.5;4311;7.5;4650;7.4;4798;7.4;4958;7.4;5212;7.4;6414;9.0;6588;8.9;6541;8.8;6678;8.8;6753;8.9;6924;9.1;7037;9.2;7153;9.4;7109;9.6;7228;9.7;7778;10.0;7927;10.1;8313;10.2;8387;10.6;8863;10.7;8822;10.5;8722;10.9;9636;11.1;9536;11.1;9794;11.2;9897;11.2;10283;11.3;10133;11.4;10179;11.4;10204;11.2;9876;10.9;9625;10.5;9322;10.2;9490;10.2;9934;9.9;9561;9.8;8995;9.8;9603;9.7;8835;9.6;8717;9.5;9430;9.4;9231;9.3;8507;9.3;8536;9.4;10668;9.4;9414;9.4;9015;9.5;10021;9.5;9493;9.6;9918;9.7;10982;9.7;9853;9.7;10652;9.7;10757;9.6;9661;9.5;9821;9.6;10452;9.7;11056;9.7;10432;9.7;12102;9.6;11941;9.8;11789;9.9;11151;10.0;12961;10.1;12444;10.3;13014;10.5;14454;10.6;13725;10.7;13991;10.6;14442;10.8;14430;10.9;14485;11.0;14787;11.0;14728;11.1;14458;11.2
"¬ Service activities incidental to oil and gas";1026;3.3;1107;3.3;1160;3.3;1320;3.3;1511;4.6;1691;4.7;1794;4.7;1793;4.7;2047;6.2;2163;6.2;2251;6.2;2297;6.3;2044;6.0;2165;6.0;2265;6.0;2262;6.1;2225;6.4;2334;6.4;2390;6.5;2513;6.5;2665;7.0;2716;7.0;2957;7.1;3111;7.1;3165;7.5;3245;7.6;3766;7.6;3665;7.6;3970;10.2;4179;10.2;5443;10.3;4697;10.3;4591;10.4;4973;10.6;5441;11.6;5722;11.8;6080;11.5;6112;11.6;5890;11.5;6206;11.9;6106;11.7;6177;11.7;6094;11.8;6656;12.6;6944;12.1;6968;12.3;7203;12.5;7364;13.0;8133;13.4;8057;13.5;8291;13.6;8889;14.2;9120;14.4;9382;14.7;9638;14.8;9979;15.2;10046;15.3;10111;15.3;10178;15.1;9785;14.9;10159;15.3;9511;13.9;9159;13.2;9046;12.6;8684;11.7;8132;11.1;7589;10.8;7097;10.2;7104;10.2;7356;10.8;7549;11.1;7501;10.7;7511;10.7;7729;11.0;7812;11.1;8014;11.6;8278;12.0;8633;12.4;9117;12.8;9660;13.6;9968;13.7;9390;12.8;9060;12.7;9455;13.0;10014;13.3;10004;13.7;9864;13.4;9986;13.5;9863;13.0;10070;12.9;9958;12.9;10190;13.3;10421;13.5;11217;13.9;11553;14.4;11595;14.2;11931;14.2;12348;14.4;12303;14.6;13065;14.9;13517;15.2;13419;15.3;13659;15.5;13877;15.7
"Manufacturing";22188;106.4;22316;106.4;22489;105.8;22447;105.0;22503;102.6;22736;101.8;22921;101.4;23197;101.1;23215;99.0;23640;98.3;23570;97.9;23683;97.6;23031;93.0;23044;92.6;23231;92.4;23290;92.2;23247;91.4;23605;91.3;24041;91.4;24304;91.6;24856;93.1;25316;93.2;25455;93.5;25846;93.7;27717;98.4;28331;98.6;28932;99.0;29653;99.1;29654;101.2;30371;101.6;30887;101.9;31882;101.9;31702;101.6;32241;102.5;32906;102.7;33311;102.9;31336;96.6;31044;95.4;31187;94.0;31046;93.3;30615;92.1;30530;91.0;30308;90.3;30825;90.1;31384;89.6;31220;90.1;32369;91.1;32439;91.5;33540;91.3;33459;91.4;33933;92.3;34392;92.2;35030;91.0;35399;91.1;35720;92.1;36238;92.6;36715;92.5;37072;92.5;37182;92.8;37016;91.7;36890;91.3;36826;89.6;36411;88.4;36321;87.4;36104;86.1;35938;84.5;35180;84.3;35338;84.2;35175;84.0;35154;83.3;35656;82.8;36054;83.1;36327;83.8;36237;84.8;37420;84.8;37253;85.3;38182;85.9;38709;86.5;39352;86.8;39997;86.8;39254;86.4;37341;82.3;37921;82.7;39148;83.4;39480;83.7;39812;84.3;40524;85.5;40611;86.3;41757;85.7;42884;85.9;42915;86.1;43583;86.4;45412;86.7;44660;86.8;46139;87.4;47192;87.6;47770;87.7;48423;87.5;49647;88.2;50767;89.4;51156;90.0;52788;90.8;52623;90.7;52673;90.6
"¬ Food products, beverages and tobacco";3845;20.7;3961;20.7;3971;20.7;3940;20.7;3910;20.0;4041;20.0;4110;20.0;4130;20.0;4232;19.7;4247;19.7;4312;19.7;4398;19.7;4319;19.2;4297;19.2;4341;19.1;4409;19.1;4355;18.7;4371;18.7;4435;18.7;4422;18.6;4449;18.1;4451;18.1;4485;18.1;4540;18.1;4599;18.2;4725;18.3;4733;18.3;4795;18.2;4899;18.8;4955;18.8;5111;18.8;5197;18.8;5245;18.9;5298;18.8;5243;18.7;5335;19.0;5346;18.4;5420;18.4;5468;18.5;5381;18.4;5420;18.6;5363;18.3;5316;18.3;5560;18.2;5554;18.3;5471;18.1;5747;18.5;5838;18.9;5898;18.3;5954;18.2;6057;18.9;6113;19.0;6192;18.2;6194;17.9;6168;18.6;6319;18.7;6367;18.3;6505;18.2;6400;18.6;6306;18.5;6379;18.4;6449;18.4;6595;18.3;6754;18.3;6758;18.5;6733;18.3;6641;18.5;6910;18.7;6884;18.7;6875;18.5;6956;18.7;7142;18.8;7083;18.8;7103;18.9;7374;18.8;7116;18.8;7322;18.7;7391;18.8;7452;18.8;7470;18.8;7518;18.8;7363;18.4;7479;18.6;7779;18.8;7954;19.0;8038;19.0;8076;19.4;8102;19.5;8244;19.4;8463;19.2;8352;19.2;8457;19.2;8821;19.2;8590;19.4;8999;19.5;9124;19.4;9247;19.5;9344;19.5;9566;19.6;9839;19.9;9810;20.0;10126;20.2;10173;20.3;10130;20.1
"¬¬ Food products excl. processing of fish, incl. beverages and tobacco";3082;16.3;3144;16.3;3185;16.3;3164;16.3;3133;15.7;3182;15.6;3272;15.6;3341;15.6;3409;15.4;3423;15.3;3452;15.3;3560;15.3;3533;15.1;3530;15.1;3557;15.1;3601;15.1;3576;14.9;3587;14.9;3656;14.9;3667;14.9;3697;14.6;3729;14.6;3777;14.6;3797;14.6;3845;14.9;3976;14.9;3998;14.8;4037;14.8;4132;15.2;4146;15.2;4294;15.2;4420;15.2;4427;15.3;4481;15.4;4422;15.4;4504;15.5;4497;14.9;4547;14.9;4546;15.0;4427;14.6;4479;14.9;4436;14.7;4365;14.7;4581;14.6;4524;14.3;4516;14.5;4718;14.8;4799;15.1;4831;14.3;4872;14.3;4953;15.0;4993;14.9;5060;14.2;5036;14.0;4996;14.7;5102;14.6;5115;14.1;5239;14.2;5130;14.5;5028;14.3;5153;14.4;5191;14.3;5272;14.2;5403;14.2;5423;14.3;5382;14.1;5288;14.3;5567;14.5;5489;14.5;5462;14.2;5539;14.3;5684;14.4;5598;14.4;5600;14.5;5871;14.4;5605;14.3;5776;14.2;5877;14.3;5852;14.3;5837;14.2;5876;14.1;5686;13.7;5830;13.9;6012;14.0;6180;14.1;6223;14.2;6187;14.4;6230;14.5;6329;14.3;6475;14.2;6356;14.1;6434;14.1;6659;14.1;6441;14.1;6828;14.1;6849;14.0;6969;14.1;7033;14.0;7151;14.1;7314;14.3;7345;14.4;7510;14.5;7543;14.5;7533;14.4
"¬¬ Processing and preserving of fish, crustaceans and molluscs";763;4.4;817;4.4;786;4.4;776;4.4;777;4.4;859;4.4;838;4.4;789;4.4;823;4.4;823;4.4;860;4.4;838;4.4;786;4.0;767;4.0;784;4.0;808;4.0;778;3.8;784;3.8;779;3.8;755;3.8;752;3.5;722;3.5;708;3.5;743;3.5;754;3.4;749;3.4;735;3.4;758;3.4;767;3.6;809;3.6;817;3.6;777;3.6;818;3.5;817;3.4;821;3.3;831;3.5;849;3.5;873;3.5;922;3.5;954;3.8;942;3.8;927;3.6;951;3.6;980;3.7;1030;4.0;955;3.6;1029;3.7;1038;3.8;1067;4.0;1082;3.9;1103;3.9;1120;4.0;1132;4.0;1158;3.9;1172;3.9;1216;4.1;1252;4.3;1265;4.0;1270;4.1;1278;4.2;1226;4.0;1258;4.1;1323;4.1;1352;4.1;1334;4.1;1351;4.2;1353;4.2;1343;4.2;1395;4.3;1414;4.3;1417;4.4;1457;4.3;1485;4.3;1504;4.4;1503;4.4;1510;4.4;1546;4.4;1514;4.5;1601;4.5;1633;4.6;1642;4.7;1678;4.7;1649;4.7;1768;4.7;1774;4.9;1815;4.8;1889;5.0;1872;5.1;1915;5.1;1987;5.0;1996;5.1;2023;5.1;2162;5.2;2149;5.3;2171;5.3;2276;5.4;2278;5.4;2311;5.4;2415;5.5;2524;5.7;2464;5.6;2616;5.7;2630;5.8;2597;5.7
"¬ Textiles, wearing apparel, leather";429;2.8;421;2.7;427;2.7;431;2.7;427;2.5;417;2.4;426;2.4;432;2.4;404;2.2;413;2.1;393;2.1;391;2.1;383;2.0;373;1.9;366;1.9;363;1.9;359;1.9;369;1.8;370;1.8;365;1.8;365;1.8;378;1.7;379;1.7;369;1.7;391;1.8;401;1.8;407;1.8;405;1.8;426;1.8;441;1.8;433;1.9;437;1.9;435;1.9;422;2.0;448;2.0;454;2.0;398;1.7;378;1.7;397;1.7;401;1.6;403;1.6;393;1.6;377;1.6;388;1.6;396;1.6;403;1.6;423;1.6;426;1.6;416;1.5;416;1.5;408;1.5;403;1.5;400;1.5;410;1.5;423;1.5;421;1.5;426;1.5;421;1.5;410;1.5;413;1.5;424;1.5;422;1.5;428;1.5;434;1.5;438;1.5;443;1.5;449;1.5;456;1.5;462;1.5;474;1.6;486;1.6;489;1.6;523;1.6;531;1.7;546;1.7;559;1.7;557;1.7;570;1.7;560;1.7;561;1.7;538;1.7;482;1.5;529;1.6;561;1.6;571;1.6;631;1.7;616;1.7;620;1.7;648;1.7;647;1.7;643;1.7;654;1.7;661;1.6;648;1.6;658;1.7;676;1.7;669;1.7;703;1.7;703;1.7;705;1.7;713;1.7;728;1.7;722;1.6;720;1.6
"¬Manufacture of wood and wood products, except furniture";978;6.2;1002;6.2;1020;6.1;1030;6.0;1066;5.8;1036;5.9;1057;5.8;1067;5.8;1066;5.6;1058;5.5;1073;5.5;1080;5.5;1088;5.5;1092;5.4;1109;5.5;1106;5.4;1098;5.4;1169;5.5;1150;5.5;1171;5.5;1196;5.6;1231;5.5;1237;5.6;1268;5.5;1280;5.7;1307;5.7;1349;5.7;1378;5.7;1431;6.0;1471;6.1;1492;6.0;1559;6.1;1480;5.9;1490;5.8;1498;5.7;1476;5.6;1323;5.0;1321;5.0;1334;5.0;1344;4.9;1357;5.0;1361;5.1;1388;5.1;1418;5.1;1420;5.0;1449;5.1;1441;5.1;1502;5.2;1450;5.1;1524;5.2;1500;5.1;1475;5.0;1483;4.9;1466;4.9;1475;4.9;1493;4.9;1489;4.8;1488;4.8;1499;4.8;1512;4.8;1534;4.7;1488;4.8;1549;4.8;1558;4.7;1563;4.8;1617;4.8;1626;4.9;1654;4.9;1687;5.0;1710;5.0;1697;5.0;1755;5.0;1742;5.1;1751;5.1;1777;5.1;1772;5.1;1798;5.0;1795;5.0;1834;5.1;1828;5.1;1842;5.1;1866;5.0;1782;5.0;1932;5.0;1965;5.2;2020;5.2;2018;5.2;2087;5.3;2155;5.4;2182;5.3;2148;5.2;2144;5.2;2205;5.1;2115;5.0;2087;4.9;2063;4.8;2048;4.7;2041;4.5;2089;4.6;2098;4.6;2095;4.6;2088;4.5;2064;4.4;2029;4.3
"¬ Manufacture of paper and paper products";851;4.0;867;4.0;892;4.0;887;3.9;884;3.8;879;3.8;854;3.7;861;3.7;853;3.5;829;3.4;784;3.4;775;3.4;781;3.0;759;3.0;778;3.0;765;2.9;745;2.9;765;2.9;762;2.9;750;2.9;739;2.7;739;2.6;732;2.6;718;2.6;731;2.4;703;2.4;684;2.4;679;2.3;642;2.1;672;2.1;628;2.1;647;2.1;651;2.1;634;2.0;638;2.0;629;2.0;614;1.8;601;1.8;598;1.8;595;1.8;544;1.7;574;1.7;542;1.7;545;1.6;541;1.6;539;1.6;565;1.6;522;1.5;545;1.5;393;1.1;398;1.1;390;1.1;422;1.1;408;1.1;401;1.1;396;1.0;368;1.0;375;1.0;363;1.0;370;0.9;417;1.0;399;1.0;404;1.1;400;1.0;419;1.0;396;1.0;410;1.0;408;1.0;425;1.0;470;1.1;464;1.0;476;1.1;466;1.1;476;1.1;477;1.1;495;1.1;492;1.1;493;1.1;497;1.1;501;1.1;499;1.1;484;1.1;472;1.0;489;1.1;505;1.1;522;1.1;520;1.1;511;1.1;535;1.1;547;1.1;544;1.1;550;1.0;588;1.1;550;1.0;564;1.0;584;1.0;601;1.1;600;1.0;597;1.0;613;1.0;589;1.0;605;1.0;619;1.0;590;1.0
"¬ Printing and reproduction of recorded media";972;4.2;983;4.2;963;4.1;953;4.1;901;3.8;885;3.6;905;3.7;886;3.6;863;3.3;847;3.3;844;3.2;838;3.2;825;3.1;819;3.0;810;3.0;808;2.9;817;3.1;809;3.0;824;3.1;832;3.1;833;3.0;846;3.0;828;3.0;830;3.0;848;3.1;858;3.0;848;3.0;852;3.0;879;3.0;889;3.0;863;3.0;882;3.0;903;3.1;899;3.0;911;3.0;902;3.0;842;2.8;830;2.7;834;2.7;833;2.6;825;2.6;811;2.6;819;2.5;797;2.5;795;2.4;792;2.4;808;2.4;822;2.4;841;2.4;813;2.4;799;2.3;790;2.3;782;2.2;808;2.2;795;2.2;779;2.2;756;2.1;771;2.1;740;2.1;739;2.1;756;2.1;751;2.0;731;2.0;721;2.0;690;1.9;666;1.8;661;1.8;680;1.9;685;1.9;688;1.8;682;1.8;675;1.8;669;1.8;675;1.8;668;1.8;661;1.8;673;1.8;665;1.8;679;1.8;669;1.7;667;1.8;543;1.5;517;1.4;545;1.4;564;1.4;535;1.4;566;1.4;577;1.4;590;1.4;598;1.4;608;1.4;619;1.4;625;1.4;619;1.4;631;1.4;634;1.4;630;1.4;629;1.3;628;1.3;620;1.3;631;1.3;638;1.3;629;1.3;627;1.3
"¬ Refined petroleum, chemical and pharmaceutical products";1599;6.0;1631;6.0;1635;6.0;1639;5.9;1675;5.8;1683;5.7;1686;5.7;1711;5.7;1704;5.6;1744;5.6;1749;5.6;1808;5.6;1753;5.7;1836;5.6;1841;5.6;1908;5.6;1992;5.9;1993;5.9;2054;5.9;2103;5.8;2195;6.1;2163;6.1;2197;6.1;2189;6.0;2368;6.0;2408;6.0;2438;6.0;2427;5.9;2422;5.8;2494;5.8;2549;5.7;2504;5.7;2377;5.3;2406;5.3;2475;5.4;2583;5.4;2352;5.4;2307;5.2;2241;5.0;2274;4.9;2406;5.1;2380;5.1;2421;5.2;2506;5.1;2516;5.2;2505;5.2;2514;5.2;2508;5.1;2498;4.8;2420;4.9;2418;4.8;2373;4.6;2685;4.9;2590;4.9;2607;4.9;2546;4.9;2530;4.8;2654;4.8;2570;4.8;2640;4.8;2637;5.2;2589;5.2;2641;5.1;2708;5.1;2746;5.0;2727;5.0;2704;5.1;2792;5.2;2727;5.2;2812;5.1;2845;5.1;2860;5.1;2922;5.2;2884;5.3;2979;5.2;2947;5.2;3020;5.3;3021;5.3;3062;5.3;3167;5.2;3089;5.2;2994;5.1;3084;5.1;3219;5.2;3326;5.3;3211;5.2;3262;5.3;3285;5.4;3556;5.4;3612;5.4;3539;5.4;3527;5.5;3656;5.5;3777;5.5;3810;5.5;3909;5.5;3919;5.5;3922;5.5;4050;5.5;4137;5.6;4181;5.6;4235;5.5;4232;5.5;4131;5.5
"¬¬ Manufacture of basic chemicals etc";582;2.2;608;2.2;616;2.2;616;2.2;641;2.2;639;2.2;637;2.2;648;2.2;643;2.1;636;2.1;641;2.1;686;2.1;639;2.1;674;2.1;659;2.1;707;2.1;837;2.6;829;2.6;864;2.7;881;2.6;970;2.9;940;2.9;950;2.9;934;2.8;1025;2.9;1036;2.9;1040;2.9;1028;2.8;1032;2.7;1064;2.7;1090;2.7;1038;2.6;943;2.4;968;2.5;1031;2.6;1095;2.6;1023;2.5;964;2.4;896;2.2;925;2.2;1077;2.5;1062;2.5;1116;2.6;1159;2.6;1137;2.5;1124;2.5;1109;2.5;1093;2.5;1063;2.2;1053;2.4;1004;2.2;971;2.2;1080;2.2;1024;2.1;1060;2.2;1028;2.2;1058;2.2;1124;2.2;1097;2.3;1145;2.3;1193;2.3;1152;2.3;1197;2.3;1240;2.3;1232;2.2;1274;2.2;1272;2.4;1308;2.4;1256;2.4;1321;2.3;1328;2.3;1347;2.3;1403;2.4;1337;2.5;1407;2.4;1408;2.4;1424;2.5;1415;2.4;1425;2.4;1446;2.3;1405;2.3;1390;2.3;1424;2.3;1460;2.3;1534;2.4;1529;2.4;1551;2.4;1576;2.5;1666;2.5;1742;2.5;1647;2.4;1670;2.4;1779;2.4;1768;2.4;1804;2.4;1847;2.4;1815;2.4;1817;2.4;1865;2.4;1893;2.4;1863;2.4;1976;2.4;1909;2.3;1817;2.3
